customer_tweet_id,customer_created_at,customer_text_clean,support_tweet_id,support_text_clean,exploration_cluster,intent_id,intent_name,should_escalate,label_notes
447348,2017-12-02 12:18:00+00:00,"So first I was forced to update my iPhone 6 to iOS 11, after that I noticed that he became so slow, and now outta the blue he’s randomly restarting itself. I mean honestly speaking, what should I expect next ? Cause this last update is getting on my nerves tbh. Thanks.",549691,"We're here to help. We've received your DM, and will continue there. Look for a reply soon.",4,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Update caused slow performance and repeated restarts.
506572,2017-12-01 20:59:09+00:00,why is my iPhone 7 battery so pants recently?,506570,We'd love to assist you with this. We know how important battery life is. Can you tell us which software version is currently running on your phone?,11,I03,BATTERY_CHARGING,NO,
518312,2017-12-02 03:48:18+00:00,"7plus, no steps as of yet. I figured I.T 🙄 was the same as the “I” issue. Noticed the change yesterday",518313,We'd like to further look into this with you. Send us a DM by clicking on the link below. We'll continue there.,6,I04,KEYBOARD_TEXT_BUG,NO,
545209,2017-12-02 09:44:22+00:00,help! My phone keeps rebooting every couple of minutes. This screen can I stop this?!,545208,We know the importance of getting that fixed quickly! You'll want to get your device updated to correct that issue. Here's the steps:,13,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Repeated rebooting is a severe device-stability problem.
546600,2017-12-02 10:41:58+00:00,"IPHONE keeps cutting out, anyone else? what’s going on and how to fix? #appleiphone",546599,"We’d like to offer some guidance on this. Let’s make sure you have a backup, then follow the steps in this article, which includes updating to iOS version 11.2: If you have any questions, let us know.",0,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Calls are cutting out.
552096,2017-12-02 15:07:30+00:00,Funny how my phone’s been the biggest piece of shit since forced me to update,552095,"We'd like to see how we can help. What are you experiencing with your iPhone since updating? Which iOS version do you have installed? If you prefer, DM us here:",9,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,"Broad post-update device malfunction, but still a recognizable stability issue."
567664,2017-12-03 01:52:08+00:00,"randomly since yesterday, many of iphone in Indonesia just restarts every 1 min. Went to service center and the only way out is factory reset. What happen???",567662,We want to help. Please tell us which version of iOS you have installed on your iPhone. Take a look in Settings &gt; General &gt; About.,10,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Repeated restart loop and already visited service center.
585865,2017-12-03 11:07:55+00:00,"iphone7+ crashing apps and restarting every minute, since your update. Sort it out",585864,We're glad you reached out to us. We just released iOS 11.2 which should help with your issues. Let's go through the steps in the following article and DM us if you're still having problems: We'll be here for you.,3,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Apps crash and phone restarts every minute after update; system stability is the dominant issue.
589543,2017-12-03 15:06:38+00:00,getting super sick of my alarms not going off for no goddamn reason. i didnt pay hundreds of dollars to be late to everything,589542,Being late is never a good thing. Let's see why this is happening. Which iOS are you running on your iPhone? We want to make sure you are updated to iOS 11.2. Let's update and then reach out if the issue persists:,0,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Alarm/notification behavior.
602367,2017-12-03 21:50:06+00:00,"hi, my iphone x is on voice over for what ever reason and the screen is black and it won't let me do anything its just the pitch black screen and the voice over saying ""zero values entered"" or something like that - help me pls",602366,"Thank you for reaching out to us! We know how important it is to have your device working as expected, and we’ll do everything we can to help you out with this. Can you tell us how long you have been having this issue in DM? We'll continue from there.",13,I05,SCREEN_TOUCH_DISPLAY,YES,"Black screen and inability to interact; needs human support, with accessibility/VoiceOver context."
640980,2017-11-24 19:49:57+00:00,Thank you for my new iPhone X. Nothing like waiting a month to just have it broke right out of the box.,640979,"We know how exciting it is to receive a device, and we're so sorry to see it's having issues now that you received it. We want to ensure your new device is fully functional. Please send us a DM, so we can gather more information and assist.",12,I12,ORDERS_REPAIRS_SUPPORT,YES,New device arrived broken; replacement/service likely needed.
643287,2017-10-06 12:29:36+00:00,Started after updating to iOS 11. Restarting does not fix the issue.,643289,"Got it. Let's move to DM, then share which iPhone model you have and which version you're on in Settings &gt; General &gt; About.",6,I14,OTHER_OR_UNCLEAR,YES,Only says an issue started after an update; underlying issue is missing.
701588,2017-11-23 17:42:23+00:00,That worked great.. Thank you,701590,Fantastic! Reach out if we can ever provide additional service.,12,I14,OTHER_OR_UNCLEAR,NO,Resolved/thank-you message.
770956,2017-10-11 23:42:08+00:00,what happened???did I buy anything?????unsafe🌚🌚🌚,770955,Help is on the way. This article has more info on what to do if you see an unfamiliar charge:,7,I08,ACCOUNT_AND_PAYMENT,YES,Possible unfamiliar/unauthorized purchase.
783467,2017-10-29 11:07:25+00:00,iOS 11: NÃO atualizem. Porcaria bugada que vai detonar a sua bateria em minutos.,2435355,"Since our Twitter support is available in English, get help at or join",4,I03,BATTERY_CHARGING,NO,Explicit battery concern.
816401,2017-10-12 16:15:34+00:00,if one of my devices won't turn on like it's just sitting on the apple what are some ways to get it to turn on?,816399,"We're happy to help out. Are you using a Mac, or an iOS device? Which model?",5,I13,HOW_TO_OR_FEATURE,NO,General how-to question about turning a device on.
845555,2017-10-03 15:18:29+00:00,"I hate to say it but I think you’ve fixed it 💀 thanks so much, my bad for being ignorant 😅",845554,No worries. We're glad it got resolved. Please reach out any time.,18,I14,OTHER_OR_UNCLEAR,NO,Resolved/thank-you message; no active issue.
868184,2017-10-13 14:31:23+00:00,meu iphone 6s só está carregando desligado. comprei ele faz 11 meses. o que eu faço?,868183,"Since our Twitter support is available in English, get help at or join",11,I03,BATTERY_CHARGING,YES,Charging works only when powered off; potential hardware/charging issue.
880064,2017-10-20 18:19:58+00:00,phone keeps crashing & very poor battery life after the most recent update on iphone6......Why is this happening? #unreliable,880063,"Hi there! We want to help. When you say your iPhone crashes, what happens exactly. Let us know in DM.",2,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Crashing is the primary symptom; battery complaint is secondary.
942749,2017-10-21 06:41:16+00:00,". rep: “Is it showing anything?” Me: “No, it’s iOS 11, it’s buggy as shit” Rep: “Mmhmm. Indeed”",942748,We'd like to help. DM us & tell us more about what's going on.,4,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Repeated crashes/buggy iOS with no specific simple resolution.
956340,2017-10-21 20:20:06+00:00,your recent iOS 11 update has made my phone useless as a visually impaired user. Zoom and display poor now,956338,We want all of our customers to have the best experience. Reach out to our Accessibility team here:,4,I05,SCREEN_TOUCH_DISPLAY,YES,Accessibility/display/touch issue after update; needs individualized support.
1003778,2017-10-14 06:03:40+00:00,"With the dumb new iOS update, every time I open twitter it reboots the app. It used to just open where I left off.",1003779,We'd like to help look into this with you. Which iPhone do you have & what version of iOS is installed?,3,I07,APPS_AND_MEDIA,NO,
1004974,2017-11-25 17:13:27+00:00,Did break iTunes with the new software update on our phones? Anyone else having issues getting a song to play?,1004972,We're here to help. Are you having issues playing streaming music or music that has been downloaded to your device?,7,I11,MAC_ITUNES_DEVELOPER,NO,Explicit iTunes issue.
1033021,2017-10-12 18:33:42+00:00,. Can I still make calls on the Apple Watch 3 when I am in WIFI without the LTE Version? #AskingForaFriend,1033020,We're happy to get you pointed in the right direction. Contact us here:,8,I10,WATCH_AUDIO_ACCESSORIES,NO,Apple Watch calling capability question.
1040193,2017-10-14 18:30:20+00:00,Your new upgrade stuck my iPhone 6s. Pls launch a new upgrade fixing the problems.,1040192,We'd like to look into this. Please join us in DM and provide us with the details. Click here:,11,I01,IOS_UPDATE_PROBLEM,YES,Update/upgrade is implicated in a device-stuck state and needs intervention.
1070135,2017-10-23 15:25:01+00:00,when you buy the apple watch sport band do you get both the s/m band and m/l band at the $50 purchase?,1070133,Great question. Our team at the Apple Online Store can help. Find out how to reach them here:,8,I10,WATCH_AUDIO_ACCESSORIES,NO,
1070148,2017-10-23 15:05:56+00:00,"IF SOMEONE DOESN'T TELL ME WHY MY PHONE IS AUTOCORRECTING ""IT"" TO ""I.T"" FOR NO REASON STARTING YESTERDAY IM GOING TO BURN SOMETHING.",1070146,We'd like to look into this with you. Send us a DM to get started.,0,I04,KEYBOARD_TEXT_BUG,NO,
1076386,2017-10-13 13:55:10+00:00,Fucking appleMy Airdrop doesn’t work!I can’t log in my airport time capsule on my iphone7 plus with your fucking ios11.0.3!WTF,1076385,"Our Wireless Support team would best be able to assist you with that, you can contact them here:",19,I06,CONNECTIVITY,NO,AirDrop/Time Capsule connection issue.
1130589,2017-10-15 14:49:30+00:00,I’m with the same problem since #iOS11 on my iPhone 6s,1130591,We'd like to work with you on any issues you're having with your iPhone. DM us details and we'll continue there.,11,I14,OTHER_OR_UNCLEAR,YES,Says same problem but does not identify the problem in this row.
1219279,2017-10-25 13:28:52+00:00,"Have an iPhone 5s, with 11.0.2. Dreadful battery life! Very slow. Lock screen opens in landscape, random vibrations. Madness",1219277,We can help out. First let's update to 11.0.3 and let us know if the issues persist.,2,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Multiple serious post-update device problems; needs troubleshooting.
1278164,2017-10-26 15:37:23+00:00,My iPhone 6s keeps loosing cell phone signal and I have to restart my phone every time. Is this a or issue? #apple #verizon,1278162,We know cell signal is important and want to help. Does this happen in a certain location?,11,I06,CONNECTIVITY,NO,Cellular signal repeatedly drops.
1392987,2017-10-28 05:26:31+00:00,when will I get the iOS11 update on my Apple iPad?,1392986,iOS 11 has been released worldwide. You can check your iPad's compatibility here:,8,I01,IOS_UPDATE_PROBLEM,NO,
1396716,2017-10-28 13:58:37+00:00,need help with iPhone order under a guest account and reservation says I only have till 12 and not taking class?? Help,1396715,We're glad you reached out about this issue. We received your DM and we'll continue to work with you there.,13,I12,ORDERS_REPAIRS_SUPPORT,YES,
1482438,2017-11-03 01:21:58+00:00,how could our search algorithm be so bad. I’m trying to use #spotlight to find the App Store,1482436,Let's look into this further. Do you have Suggestions in Search or in Look Up enabled in Settings &gt; Siri & Search currently?,19,I13,HOW_TO_OR_FEATURE,NO,Asks about finding an app with Spotlight/search.
1526075,2017-11-03 17:24:17+00:00,whenever I️ write “i” it my phone autocorrects to symbols. I️ feel like I’m typing in Win Dings please help a girl out,1526074,DM us using the link below. We're glad to work with you.,5,I04,KEYBOARD_TEXT_BUG,NO,
1535739,2017-11-03 20:10:53+00:00,New update on iPhone 📱 is blocking me from group chats ?????? guess this will help boost #X sales,1535738,"Let's work on this together. Do you get an error message when trying to reply to a group message? If not, what seems to happen?",3,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Group-chat messaging is the main problem.
1538867,2017-11-03 21:38:07+00:00,I’m sick of it .... please hurry and fix this damn “ I “situation it’s pissing me off.,1538866,We can help. Send us a DM and we'll pick up there.,17,I04,KEYBOARD_TEXT_BUG,NO,Explicit 'I' typing issue.
1563957,2017-11-04 05:58:29+00:00,Nevermind that didn’t work either 🤦🏽‍♀️🙄,1563955,We can help out. Check this article for some steps on taking care of this text replacement issue.,19,I04,KEYBOARD_TEXT_BUG,NO,Historical response explicitly identifies text replacement issue.
1579729,2017-11-04 15:18:15+00:00,you guys need to fix texts. I’m tired of typing “i” and getting this I️,1579727,This article can help with that: Please DM us if the issue continues.,14,I04,KEYBOARD_TEXT_BUG,NO,Explicit typing/letter-I issue.
1582042,2017-11-04 16:04:59+00:00,why does this keep happening? I’ve updated to most current software. #glitch,1582040,Let's have you follow the steps in this article: Let us know if that helps.,16,I14,OTHER_OR_UNCLEAR,YES,Unspecified glitch despite update.
1616743,2017-11-05 02:41:59+00:00,can you fix the “I️” glitch please,1616742,Thank you for contacting us for support. We'd like to help out. Let us know if this article helps:,17,I04,KEYBOARD_TEXT_BUG,NO,
1617862,2017-11-05 04:08:43+00:00,Bro if don’t fix this new update 🤬🤬🤬🤬🤬🤬🤬🤬what’s with the question mark boxes??? I️ need answers,1617861,We are aware of this issue and are working hard to find a resolution. We do have a workaround:,1,I04,KEYBOARD_TEXT_BUG,NO,
1623373,2017-11-05 10:25:41+00:00,Apple Music can suck it!! Really I️ can’t access music I️ have purchased!!,1623371,We want to help. What happens when you try to play what you have purchased?,8,I07,APPS_AND_MEDIA,NO,Cannot access purchased music.
1658262,2017-11-06 02:50:43+00:00,hey i hope your tech team is working on the glitch when I type the word “I” because I keep seeing the box with the question mark,1658261,Here’s what you can do to work around the issue until it’s fixed in a future software update:,1,I04,KEYBOARD_TEXT_BUG,NO,
1676280,2017-11-06 05:39:04+00:00,y’all need to fix that issue when you type I️,1676279,Here’s what you can do to work around the issue until it’s fixed in a future software update:,14,I04,KEYBOARD_TEXT_BUG,NO,
1679926,2017-11-06 14:33:49+00:00,So you guys just aren’t going to fix the fact that we can’t type “i” without a box appearing?!,1679925,Here’s what you can do to work around the issue until it’s fixed in a future software update:,0,I04,KEYBOARD_TEXT_BUG,NO,
1682501,2017-11-06 14:25:35+00:00,"Okay, I’m going to need y’all to fix this bug sooner rather than later, thank you.",1682500,Here’s what you can do to work around the issue until it’s fixed in a future software update:,14,I04,KEYBOARD_TEXT_BUG,NO,Historical response explicitly identifies the autocorrect issue.
1682588,2017-11-06 16:35:43+00:00,I did that. Reset my keyboard and it is still lurking.,1682590,Okay. Join us in DM so we can look into this further with you:,7,I04,KEYBOARD_TEXT_BUG,NO,
1735961,2017-11-07 04:57:33+00:00,Yes it is!!! Fix this 😡😡 and it’s typing super slow as well,1735960,Here’s what you can do to work around the issue until it’s fixed in a future software update:,17,I04,KEYBOARD_TEXT_BUG,NO,Typing is explicitly the main symptom.
1741614,2017-11-07 14:44:19+00:00,i am Having issues typing the letter i!!!! Please get this resolved🤬,1741613,Here’s what you can do to work around the issue until it’s fixed in a future software update:,15,I04,KEYBOARD_TEXT_BUG,NO,
1762792,2017-11-25 06:57:14+00:00,my phone battery is draining so faster even after last update. Wtf is going on ? Pls help,1762790,We'd be happy to look into this with you. Can you give us some more details about what you've been experiencing?,0,I03,BATTERY_CHARGING,NO,Primary complaint is battery drain.
1769359,2017-11-07 22:18:42+00:00,need to fix this I can charge my phone (IPhone5) it may be a old phone but do I need a new one or something,1769357,Thanks for reaching out. Are you getting this when using the charger that shipped with your iPhone?,14,I03,BATTERY_CHARGING,YES,Phone only charges in a questionable state and may need hardware assessment.
1805550,2017-10-15 14:29:33+00:00,what’s happened to Apple Maps? The amount of wrong turns we have taken today because of the delay is crazy!,1805549,Let’s work together to get this addressed. Which device are you using? Let us know via a DM. We’ll go from there.,8,I07,APPS_AND_MEDIA,NO,Apple Maps/navigation issue.
1808437,2017-10-14 14:12:37+00:00,Can you give me a new phone because you’ve completely broken mine. Nothing works! I’ve not been able to make a call since IOS,1808435,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,19,I09,CALLS_MESSAGES_NOTIFICATIONS,YES,Cannot make calls and says phone is completely broken; severe communication failure.
1835279,2017-10-18 14:24:41+00:00,I don’t understand why do we have to have money on our Apple account to down load a free game or app?,1835278,We'd like to help you get your apps downloading. Would you tell us a bit more about what's happening via DM?,8,I08,ACCOUNT_AND_PAYMENT,NO,Question concerns requiring payment information for a free app.
1875212,2017-10-21 23:16:06+00:00,تحديثكم مخنز جوالي صار بطيء | My phone has become slow after the new update,1875211,We'd like to know more to help. Which iPhone model does this occur on? Let us know in a DM and we'll continue.,3,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Phone became slow after update.
1898117,2017-10-23 17:27:30+00:00,help i literally just got this iphone 7+ in July it shouldn’t be so janky already. Its completely updated,1898116,We can definitely look into this further with you. Send us a DM and let us know if it only happens with this one app.,10,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,New phone is already malfunctioning despite being fully updated.
1902615,2017-10-25 00:38:17+00:00,Ive got quite an old ipad mini do still need to do the update 11.03? i wont loose everything will i?,1902614,Great question. We do always recommend making a backup before any update. Let's meet up in DM to discuss further.,3,I01,IOS_UPDATE_PROBLEM,NO,Question about whether and how to perform an iOS update.
1906662,2017-10-25 13:22:41+00:00,"Losing faith in more and more each day. Since upgrading software and iPhone, my shit works less efficiently with AirPods?",1906661,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?,11,I10,WATCH_AUDIO_ACCESSORIES,NO,
1913154,2017-11-25 08:56:46+00:00,"I’ve just updated to latest iOS and now safari is useless, can’t open any links. Round of applause #iphone take a bow.",1913151,We use Safari all the time so we're more than happy to team up with you to get it working again. Do you get any error messages when you try? Have you restarted your iPhone since this began?,16,I07,APPS_AND_MEDIA,NO,Safari cannot open links; app/browser issue.
1924703,2017-11-16 11:32:14+00:00,What’s wrong with all this shit now,1924701,Thanks for reaching out! Let us know which version of iOS you’re running on the iPhone in DM. We’ll continue working with you there.,9,I14,OTHER_OR_UNCLEAR,YES,Completely unspecified problem.
1935700,2017-10-27 18:10:32+00:00,pls. I just want to type the letter i without my messages getting messed up. And yes I have restarted it& turned it off—for an hour,1935699,"Let's work on it together. Please join us in DM, and let us know which iOS version is currently installed.",15,I04,KEYBOARD_TEXT_BUG,NO,
1937999,2017-10-28 00:12:16+00:00,I can't believe I was on the phone with for two hours and they didn't help me resolve my problem + hung up on me.,1937998,"Thanks for reaching out, we'd be happy to look into any issues you're having. To start, DM us more info on what's happening.",13,I12,ORDERS_REPAIRS_SUPPORT,YES,Prolonged failed support interaction/human case.
1965990,2017-10-18 16:35:50+00:00,"please fix the issue where iOS 11 drains your battery life faster than iOS 10! Since I updated to 11 my battery drains at least twice as fast! iOS 10 was great, charge once and I’d be good all day!",1965989,"Let's team up to put some charge back into your iPhone. To start, check out these tips:",2,I03,BATTERY_CHARGING,NO,
1976448,2017-11-01 18:02:22+00:00,"is the April fools or some shit, fix this “I️” (“i”) glitch",1976447,Thanks for reaching out. Let us know the device and OS you're having this issue on in a DM. We're happy to help.,9,I04,KEYBOARD_TEXT_BUG,NO,
1977678,2017-11-01 19:45:48+00:00,can you help? When typing letter I️ a weird box comes up now. Started this morning. Any info?,1977677,Have you updated to iOS 11.1 yet? Send us a DM and also let us know the country you're in.,15,I04,KEYBOARD_TEXT_BUG,NO,
1981415,2017-11-02 15:29:57+00:00,i would appreciate if you guys fix this cuz it’s annoying already,1981414,We'd like to learn more about the behavior you're experiencing. Let us know what iOS version you have installed in DM.,17,I14,OTHER_OR_UNCLEAR,YES,No concrete symptom.
1984542,2017-11-02 01:43:30+00:00,why is all the music I’ve downloaded on Apple Music undownloading itself?,1984541,Music is a part of our lives here at Apple. We want to do all we can to work towards a resolution. Join us in a DM here:,8,I07,APPS_AND_MEDIA,NO,
1988490,2017-11-02 04:14:53+00:00,aye this update is messing up my i️’s 😡,1988489,We're here for you. DM us the exact version of iOS you're running and the device you're having issues with.,3,I04,KEYBOARD_TEXT_BUG,NO,Update-associated letter-I typing problem.
1996124,2017-11-03 08:26:28+00:00,...on your discussions forum. That certainly looks like some sort of discrimination. Care to explain?,1996123,"Thanks for connecting with us here. Reply by DM with more details of your experience, and we'll help from there.",5,I14,OTHER_OR_UNCLEAR,YES,Complaint lacks a specific support issue.
1997801,2017-11-03 12:52:28+00:00,The letter I bout to be chalked. Wtf goin on why the letter I️ messed up??,1997800,We're happy to help. Send us a DM letting us know which device you're using and the iOS version installed.,15,I04,KEYBOARD_TEXT_BUG,NO,Letter-I typing issue.
2004477,2017-11-03 22:04:35+00:00,why does my phone change the letter “I️” to I️ !?!!!??!!!! FIX THIS,2004476,We’re here to address the issue you're experiencing. Let's team up in Direct Message using the link below to continue.,15,I04,KEYBOARD_TEXT_BUG,NO,Explicit letter-I character substitution.
2005747,2017-11-04 01:38:07+00:00,Bruh these question marks are irritating. needs to fix this.,2005746,Great news; we have some steps! Just visit the link for steps to fix the issue: DM us any questions.,17,I04,KEYBOARD_TEXT_BUG,NO,Question-mark character bug.
2006832,2017-11-04 02:27:33+00:00,is there an issue w/ the App Store? I restored my new iPhone X from a backup & none of the apps installed & won’t download.,2006831,"You've come to the right place. Send us a DM telling us if you're receiving any messages, and if you're on Wi-Fi or cellular.",11,I07,APPS_AND_MEDIA,NO,Apps are not installing/downloading from the App Store.
2014019,2017-11-05 12:15:12+00:00,when will my I️ button get fixed?,2014018,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,18,I04,KEYBOARD_TEXT_BUG,NO,Letter-I bug; historical response confirms autocorrect issue.
2015204,2017-11-05 15:45:02+00:00,Hey I️ need you to fix your shit now I️,2015202,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,14,I04,KEYBOARD_TEXT_BUG,NO,Explicit typing/I issue.
2031479,2017-11-07 03:53:17+00:00,i just finished charging my phone like 30 minutes ago and is already on 29% explain????????,2031478,Thanks for reaching out. Let's see what's going on. Send us a DM with the iOS version you're using to get started.,5,I03,BATTERY_CHARGING,NO,Rapid battery drain after charging.
2041240,2017-11-08 00:48:58+00:00,Hey why the hell does my phone lose battery life twice as fast since the update? Not doing anything different.,2041239,"Hey there. We definitely want you to have lasting battery life. Join us in DM, and we’ll work towards a resolution together.",2,I03,BATTERY_CHARGING,NO,
2041682,2017-11-08 02:26:56+00:00,"But of course still no edit button so I️ can fix that stupid question mark thing, thanks thanks",2041681,We're here to help DM us so that we can look more into this issue with you. Which iOS version do you have?,1,I04,KEYBOARD_TEXT_BUG,NO,Explicit question-mark typing issue.
2042253,2017-10-04 02:17:06+00:00,"Get your shit together, Siri",2042252,We're here to help. Which iOS version do you have? Is this happening with any other requests from Siri? Let us know in DM.,9,I07,APPS_AND_MEDIA,NO,Siri/assistant functionality issue.
2046463,2017-10-05 01:11:00+00:00,Ugh 😡 Since I updated to #ios1102 my phone keeps freezing & its never done that before. Not cool 👎🏾,2046462,"We want to help you. Restart your iPhone, and DM us if you still experience any issues:",16,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Device stability/performance problem associated with an update.
2057458,2017-10-06 20:58:00+00:00,IOS 11 is killing my battery 😭,2057457,DM us which device and version of iOS 11 you’re using. Find this information under Settings &gt; General &gt; About.,4,I03,BATTERY_CHARGING,NO,Explicit battery complaint.
2060452,2017-10-07 13:53:04+00:00,I fucking knew I shouldn’t have updated my phone. It’s hardly even worked in the past 24 hrs and now I can’t even make calls. thanks😡,2060451,Hi there. Please send us a DM and tell us what's happening when you try to make a call. We'll meet you there to help.,16,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Unable to make calls after update.
2079450,2017-10-09 18:11:17+00:00,My iPhone is sooo slow since I’ve downloaded the last IOS update. Thank you 😓,2079449,That is never what we want to hear. Let’s look into this together. Meet us in DM and let us know which iPhone you have.,12,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Device stability/performance problem associated with an update.
