customer_tweet_id,customer_created_at,customer_text_clean,support_tweet_id,support_text_clean,exploration_cluster,intent_id,intent_name,should_escalate,label_notes
703098,2017-11-23 16:45:17+00:00,Having trouble creating space on my Mac because of this 'other' storage category. I've cleared my caches and now some of my files have been corrupted. Can anyone help me with clearing space?,703096,Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,13,I11,MAC_ITUNES_DEVELOPER,YES,Mac storage problem with file corruption; may require deeper troubleshooting.
792131,2017-10-12 05:27:27+00:00,Let's be honest you've got way more than this to fix in iOS 11. My 7plus is mostly useless now.,792130,We're anxious to hear what issues you're experiencing with iOS 11.0.3. DM us and we'll get started.,4,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,General device instability attributed to iOS 11.
825664,2017-10-08 20:36:54+00:00,I requested for a repair and I was told I would get an email about my box but heard nothing? Will it still be coming?,825663,"Hi there. We'd be happy to check on this for you. Please send us a DM, we'll meet you there.",19,I12,ORDERS_REPAIRS_SUPPORT,YES,Repair logistics / missing promised email/box.
829123,2017-11-08 19:21:30+00:00,So just got my new laptop (MacBook Pro) and it isn’t already charged like it says it should be (doesn’t turn on when it opens) - should I worry or get charging?,829121,Congratulations on your new Mac. We'll do all we can to get that powered on. Lets start here:,10,I11,MAC_ITUNES_DEVELOPER,YES,MacBook hardware/power problem needs device-specific support.
903730,2017-11-10 14:22:50+00:00,Never had issues until recent 11.1.1 update. get this fixed please!,903728,We'd like to help as much as possible. What specific issues are you experiencing?,18,I14,OTHER_OR_UNCLEAR,YES,Only says issues persist after update without specifying them.
941077,2017-10-11 02:03:23+00:00,"Hey , this latest update is making my phone overheat. Known issue? Only me? What’s up?",941076,We're happy to help. DM us at the link below for further assistance. We can go from there.,6,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Overheating after latest update.
1078560,2017-10-24 01:28:31+00:00,Started when i dowloaded ios 11. Same problem with both of my iphones. Shouldn’t be a surprise. Lots of people having the same issue.,1078563,Got it. Let's have you try the recommended settings for maximizing battery life here: DM us to continue.,6,I03,BATTERY_CHARGING,NO,Primary complaint is battery problem despite update trigger.
1178948,2017-10-24 21:26:03+00:00,"I have tried that before. We established it was not an issue with my phone. Ran diagnostics remotely through you, factory reset. Still same",1178947,"OK. If you change your mind and want to continue working towards a resolution, send us a Direct Message.",6,I12,ORDERS_REPAIRS_SUPPORT,YES,Already went through diagnostics/factory reset and remains unresolved; case needs human follow-up.
1215563,2017-10-25 16:42:40+00:00,"Very nice of you, thank you, i let my iMac updating, i’ll be back around 8h30pm French hour at home. Too late?",1215561,We are here daily from 5:00 AM to 8:00 PM Pacific Standard Time.,12,I11,MAC_ITUNES_DEVELOPER,NO,iMac software update.
1252483,2017-11-25 22:50:52+00:00,"iPad Air 2, iOS 11.1.2 Lego Harry Potter and Flappy Wings stopped working after the iOS update (which my 8 year old initiated). Haven't checked others.",1252485,"Thanks. With iOS 11, some games may no longer be compatible. We have some steps you can take here:",4,I07,APPS_AND_MEDIA,NO,Games stopped working after iOS update; primary issue is app compatibility.
1277200,2017-11-03 07:35:32+00:00,"This also happens to me, I only just figured out how to reset it, I was waiting for the battery life to drain for it to reset! Nightmare",1502033,"We'll help. Have you tried to force restart? If not, press and hold both the Home and the Side buttons for at least 10 seconds.",2,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Describes waiting for a battery-drain reset; underlying issue is device recovery.
1352963,2017-10-27 15:51:32+00:00,#NAME?,1352962,This is not what we like to hear. DM us here:,5,I14,OTHER_OR_UNCLEAR,YES,Spreadsheet-style #NAME? text is not interpretable as a support intent.
1402940,2017-10-28 17:00:46+00:00,app bundle charged at price of separates. Please assist.,1402939,Let's get you pointed in the right direction. Please contact our iTunes Store Support Team:,19,I08,ACCOUNT_AND_PAYMENT,NO,Complaint is about app-bundle billing/charge.
1443137,2017-11-26 03:28:19+00:00,That’s for like sitting at a desk. Can you recommend one for on the go? Like the belkin one?? AirPods are too. Expensive and to have music in my car it still doesn’t solve the problem to listen and charge at the same time.,1443138,"At this time, the Lightning dock is the only supported method for charging and listening to music at the same time without wireless headphones or speakers.",5,I10,WATCH_AUDIO_ACCESSORIES,NO,Accessory/listening recommendation involving AirPods and charging.
1451567,2017-11-02 15:45:17+00:00,I’m really really excited to pick up my iPhone X from Covent Garden tomorrow... but not sure I can make my allotted time slot any more! Can I come earlier/later?,1451566,Congrats on your new iPhone! Let's reach out to our Online Sales team. Contact them through this link:,11,I12,ORDERS_REPAIRS_SUPPORT,NO,Pickup appointment time-change request.
1451605,2017-11-02 15:49:31+00:00,Well fuck it do it on here 2 y’all need to fix y’all shit ASAP,1451603,Thanks for reaching out. Send us a DM with your exact iOS and iPhone model. We'd like to assist.,14,I14,OTHER_OR_UNCLEAR,YES,Vague request to continue via chat with no concrete issue.
1455379,2017-11-02 12:31:45+00:00,"I would like to say thanks to Apple support, down loading OS 11.1 has fixed the bugs.",1455378,We're glad to hear that the update helped. Please feel free to reach out to us anytime you need assistance.,18,I14,OTHER_OR_UNCLEAR,NO,Resolved/thank-you message; no active issue.
1470795,2017-11-02 23:51:39+00:00,Why does iOS keep turning on my WiFi when I turn it off? I don’t like connecting to random open access point this is a weird feature of iOS 11,1470794,"Let's help. If you're attempting to turn off Wi-Fi via the Control Center, check out:",4,I06,CONNECTIVITY,NO,Wi-Fi turning on unexpectedly.
1476992,2017-11-02 20:31:54+00:00,Omg me too!!! I️ thought I️ was going insane.. wtf,1476991,We can help. Meet us in Direct Message at the link below. We'll get started there.,0,I04,KEYBOARD_TEXT_BUG,NO,Explicit reaction to the I/question-mark bug.
1481917,2017-11-03 01:12:30+00:00,What the hell is up with the new Apple update??,1481916,We're eager to assist. Send us a DM with your iPhone model and if you've updated to iOS 11.1.,3,I01,IOS_UPDATE_PROBLEM,NO,Question/complaint about the new update itself; no specific secondary symptom.
1497971,2017-11-03 03:31:33+00:00,imma need y’all to fix this glitch see this is a 8 the X ain’t even out yet shouldn’t be no glitch yet 😤,1497970,"Let's work together to get this resolved. Send us a DM with more details, and we'll get started.",14,I14,OTHER_OR_UNCLEAR,YES,Unspecified glitch; no concrete symptom.
1586874,2017-11-04 12:55:03+00:00,Updated to iOS.11 still not seeing new emojis,1586872,Let's check the update completed. Does iOS 11.1 show in Settings &gt; General &gt; About?,16,I13,HOW_TO_OR_FEATURE,NO,Asks about feature availability/new emojis.
1597337,2017-11-04 18:56:31+00:00,First I️ need them to fix my phone and how it doesn’t let me type the letter I️,1597335,"This is something we're aware of and have a workaround for, which you can find here:",14,I04,KEYBOARD_TEXT_BUG,NO,
1599214,2017-11-05 01:14:41+00:00,i did that and my phone keeps deleting the shortcut. and it’s still messing up in my snapchat app.,1599213,Go ahead and send us a DM. We'll work with you on this from there.,7,I07,APPS_AND_MEDIA,NO,Shortcut/app behavior in Snapchat is the concrete problem.
1617191,2017-11-05 03:05:13+00:00,like??? what the heck. should i just cancel it orrr?,1617189,"We'd like to look into what's going on. To make sure we understand, is Apple Music just opening to a black screen?",5,I14,OTHER_OR_UNCLEAR,YES,Cancellation target is unclear from the message.
1627592,2017-11-06 05:02:14+00:00,Already did that and it didn’t help,1627594,We appreciate the update. Let's meet in DM to continue on with this issue.,7,I14,OTHER_OR_UNCLEAR,YES,Follow-up says prior step failed but omits the underlying issue.
1634083,2017-11-05 17:26:40+00:00,"Why does this happen if I type the letter I? It just started this today, was fine before. Fix this .",1634082,Here’s what you can do to work around the issue until it’s fixed in a future software update:,15,I04,KEYBOARD_TEXT_BUG,NO,
1636560,2017-11-05 18:57:50+00:00,So i followed the steps to fix my I and I️t still broken what’s good!?!,1636559,Here’s what you can do to work around the issue until it’s fixed in a future software update:,17,I04,KEYBOARD_TEXT_BUG,NO,Explicitly the I-text issue after following fix steps.
1659188,2017-11-06 03:04:51+00:00,Okay can we fix the letter “eye” now,1659187,Here’s what you can do to work around the issue until it’s fixed in a future software update:,15,I04,KEYBOARD_TEXT_BUG,NO,
1693504,2017-11-06 17:34:28+00:00,. what the fuck is this question mark I️ keep getting?,1693503,Here’s what you can do to work around the issue until it’s fixed in a future software update:,1,I04,KEYBOARD_TEXT_BUG,NO,Explicit question-mark character while typing.
1698559,2017-11-06 22:48:55+00:00,My audio still isn’t fixed SORT OUT UR SHIT,1698558,We're here to help. Let's take this to DM so we can better assist you.,18,I10,WATCH_AUDIO_ACCESSORIES,YES,Unresolved audio accessory issue with unspecified cause.
1709346,2017-11-07 00:24:59+00:00,Hi love all that you do. New iPhone 8 Plus has been doing this weird question mark whenever I use the letter “I”. Bizarre #,1709345,Here’s what you can do to work around the issue until it’s fixed in a future software update:,1,I04,KEYBOARD_TEXT_BUG,NO,Question-mark character when typing I.
1734423,2017-11-07 03:53:38+00:00,my iPhone 8 Plus is getting a little hot on the back. Is this normal?,1734422,We received your DM and will respond there shortly. Talk to you soon!,11,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Device overheating without an explicit update cause.
1757871,2017-11-07 17:18:19+00:00,now my typing is giving me unselected “?” in squares. What’s the fix? Please and thank you.,1757869,Here’s what you can do to work around the issue until it’s fixed in a future software update:,12,I04,KEYBOARD_TEXT_BUG,NO,Question-mark squares are the known typing/autocorrect bug.
1761138,2017-11-07 18:43:09+00:00,Me checking my phone every 5 minutes to see if has fixed the A [?] bug.,1761136,Here’s what you can do to work around the issue until it’s fixed in a future software update:,18,I04,KEYBOARD_TEXT_BUG,NO,Explicitly refers to the A/question-mark character bug.
1768163,2017-11-07 21:47:21+00:00,Does anyone else have this problem that their phone keeps replacing “I️” with an A and question mark???? I️ need some answers,1768162,Here’s what you can do to work around the issue until it’s fixed in a future software update:,1,I04,KEYBOARD_TEXT_BUG,NO,
1769937,2017-11-07 22:44:50+00:00,is the letter “eye” key going to work again? It’s making all the usual autocorrect typos more confusing and I️ just wanna talk,1769936,Here’s what you can do to work around the issue until it’s fixed in a future software update:,15,I04,KEYBOARD_TEXT_BUG,NO,
1795645,2017-10-18 00:27:56+00:00,For the forst time iOS crashed after the latest update. What’s happening,1795643,"We'd love to help. Tell us more details of what you're experiencing. Also, which version of iOS are you running?",3,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,iOS crashed after update.
1859690,2017-10-19 15:40:06+00:00,iPhone still buggy 😫😫😫😫 @,1859688,"If you're having issues, we'd like to help. DM us & tell us more about what's going on & what version of iOS is installed.",11,I14,OTHER_OR_UNCLEAR,YES,Message is too vague to identify the underlying issue.
1867185,2017-10-20 19:27:04+00:00,"my iPhone randomly restarted while I was using it. My pictures were gone, but then slowly came back. Help",1867184,We'd be happy to look at this. When did you update? Just to confirm are the pictures all coming back? Please DM us.,13,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Unexpected restart accompanied by temporary photo/data disappearance.
1909361,2017-10-24 19:29:35+00:00,I recently updated my phone - lost tons of contacts from up to one year ago. #help #devastated #applenews #iphone,1909360,Let’s team up on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there.,16,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Post-update loss of contacts is a serious device/data issue requiring review.
1920034,2017-10-18 14:17:15+00:00,could you fix the Bluetooth so it stops disconnecting every two god damn seconds? 🤦🏻‍♀️,1920033,Let's look into that. Send us a DM and we'll go from there.,17,I06,CONNECTIVITY,NO,Bluetooth repeatedly disconnects.
1977022,2017-11-01 18:50:38+00:00,Some people can and some can’t I’m still seeing boxes and I updated my phone,1977021,"We'd love to take a look! To start, feel free to DM us what country you're located in and we'll go from there:",16,I04,KEYBOARD_TEXT_BUG,NO,"Boxes while typing, even after update."
2004077,2017-11-03 20:47:44+00:00,"yo I️ can’t type I️ without a question mark box showing up, fix it",2004076,Let's meet up in DM to discuss this further. On what model device and software version are you seeing this?,1,I04,KEYBOARD_TEXT_BUG,NO,
2004575,2017-11-03 22:48:28+00:00,why does a capital i always show up as I️ everywhere? When will you have a fix for this?,2004574,Thanks for reaching out. We want to help. Send us a DM and tell us which device you're using and we'll assist you.,17,I04,KEYBOARD_TEXT_BUG,NO,
2007333,2017-11-04 03:20:32+00:00,can you please fix this issue when I️ type “I️” it stops changing to symbols,2007332,Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together.,6,I04,KEYBOARD_TEXT_BUG,NO,
2018478,2017-11-04 18:31:57+00:00,"Dear , WHAT THE ACTUAL FUCK. All my music is gone. WHY! 🤬",2018477,We're here for you. Try tapping on Settings&gt;Music and enabling iCloud Music Library. DM us if you need addtional help.,19,I07,APPS_AND_MEDIA,YES,User reports all music has disappeared; potential data/library loss.
2019304,2017-11-04 19:27:24+00:00,what’s wrong with the capital i guys,2019303,We are pleased to provide a great workaround. Let us know if you have any questions after these steps:,19,I04,KEYBOARD_TEXT_BUG,NO,Capital-I issue.
2040608,2017-11-07 23:35:50+00:00,I've been updating it since 4pm going to bed soon beyond fed up lost confidence in your brand,2040610,We'd like to provide a solution to the issue you are facing. Reach out to us in DM to let us know what's happening.,0,I01,IOS_UPDATE_PROBLEM,YES,Update has been running for hours and appears stuck.
2041703,2017-11-08 02:00:56+00:00,"This would be nice if would fix the ninth letter of the alphabet so that it doesn’t correct to an exclamation/question mark duo when it stands alone, typically at the beginning of sentences used to refer to oneself. But hey, it’s not my call, only has the ability to",2041702,Here’s what you can do as a work around until it’s fixed in a future software update: DM us questions.,1,I04,KEYBOARD_TEXT_BUG,NO,
2043233,2017-10-04 15:31:50+00:00,IOS11 is fucking shit WiFi & Bluetooth haven’t work properly since I updated & both worked perfectly before! Needs tb fixed.,2043232,We're happy to assist. Tell us more about the issues you're encountering with the connections in DM. We'll go from there.,18,I06,CONNECTIVITY,NO,Wi-Fi and Bluetooth problems.
2057451,2017-10-06 21:00:24+00:00,battery life appalling on my 6month old iPhone7 since ios11 update. Why don’t you test this stuff? Can you sort it?,2057450,There are many reasons battery life can change. Let's dig in & see what we find. Send a DM with details of what's happening.,2,I03,BATTERY_CHARGING,NO,
2065274,2017-10-07 21:16:45+00:00,Hey my just over a month old £2600 MacBook Pro has just randomly died. Help,2065272,We're going to do everything we can to help. Join us in DM to let us know exactly what's happening; we'll go from there.,10,I11,MAC_ITUNES_DEVELOPER,NO,
2070430,2017-10-08 21:46:21+00:00,I don’t know how but I just lost all my pictures and videos from my iPhone. Help!,2070429,We know how important photos & videos are. We'll help. Please give these steps a try and DM us the result:,13,I07,APPS_AND_MEDIA,YES,Loss of photos/videos is serious data loss requiring human review.
2077982,2017-10-09 10:48:25+00:00,just provides telephonic assistance nothing beyond that. The store manager has been flippant and derogatory throughout,2077981,We'd like to hear more about your experience. Follow up with us in DM. Tell us more about the support experience there.,10,I12,ORDERS_REPAIRS_SUPPORT,YES,
2081687,2017-10-10 15:44:20+00:00,4 real though. My phone has never acted up like this and conveniently when the new one comes out I can't send or receive messages randomly,2081686,"Let's see how we can help. What happens when you try to send a message? DM us your response, and we'll take it from there.",5,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Unable to send/receive messages.
2106387,2017-11-08 04:17:27+00:00,when are we getting a patch to fix this “I️” issue????,2106386,Here’s what you can do to work around the issue until it’s fixed in a future software update:,6,I04,KEYBOARD_TEXT_BUG,NO,
2111435,2017-11-08 12:35:12+00:00,You talking about the boxes? it’s not emojis. it’s the capital letter “i”. There’s a glitch and bum asses still haven’t fixed I️t.,2111434,Here’s what you can do to work around the issue until it’s fixed in a future software update:,18,I04,KEYBOARD_TEXT_BUG,NO,
2111465,2017-11-08 13:37:00+00:00,"let’s discuss the real issue... stop forcing me to capitalize my i’s, it’s just not something i do. 🙄",2111464,Here’s what you can do to work around the issue until it’s fixed in a future software update:,6,I04,KEYBOARD_TEXT_BUG,NO,Explicit capitalization/typing issue.
2205723,2017-11-09 17:58:10+00:00,I️ need to fix this keyboard bug ASAP!,2205722,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out:",14,I04,KEYBOARD_TEXT_BUG,NO,
2212889,2017-11-10 03:47:47+00:00,fix the letter after H for us please and Thank You 🙂,2212888,"Here's help with that! iOS 11.1.1 was recently released and it includes a fix for auto-correct issues. Be sure to back up your device prior to updating, and DM us if the issue persists afterwards. How to back up:",12,I04,KEYBOARD_TEXT_BUG,NO,Explicit letter-after-H typing problem.
2295742,2017-11-12 19:45:56+00:00,"I have iphone 7, recently the battery life is getting very bad, eventhough I have not yet updated my IOS to #IOS1111",2295741,We can help! DM us with some details of what you're experiencing and we'll look into it from there.,2,I03,BATTERY_CHARGING,NO,
2308449,2017-10-19 21:07:18+00:00,My headphones on my iPhone 7plus keep randomly disconnecting and WiFi keeps connecting at random times I hate this update ugh,2308448,We are here to help. DM us your device details and we can take a look at this.,11,I10,WATCH_AUDIO_ACCESSORIES,NO,"Headphones disconnecting is the primary issue, despite a secondary Wi-Fi mention."
2314057,2017-10-19 22:13:37+00:00,That damn update is killing my battery life! WTH ?,2314056,"Battery life is important, so we’d like to help. Send us a DM letting us know when this started.",2,I03,BATTERY_CHARGING,NO,
2321393,2017-11-13 06:20:04+00:00,I’m not dealing with this question mark shit,2321392,We're here to help. We released an update created to address this issue. Backup your iPhone and update following these steps:,1,I04,KEYBOARD_TEXT_BUG,NO,
2377125,2017-11-14 03:04:42+00:00,since I updated my new 6s plus to 11.1.1 iOS I no longer am receiving any of my phone calls or voice mails. #1 job is phone.,2377123,This is not the experience we want you to have after updating your iPhone. Reach out to us in DM with more information about the issue you are experiencing.,16,I09,CALLS_MESSAGES_NOTIFICATIONS,YES,Update caused inability to receive calls/voicemail; important communication failure.
2397987,2017-11-14 05:00:50+00:00,Yo can we get this “I” think fixed now?,2397986,We can help! Which version of iOS are you running? You can find that in Settings &gt; General &gt; About.,18,I04,KEYBOARD_TEXT_BUG,NO,
2410273,2017-11-14 16:04:23+00:00,why are all my saved numbers doing this?,2410271,Thanks for bringing this to our attention. How long have you had this issue? Did this occur after making any changes to your phone such as updating the software?,19,I14,OTHER_OR_UNCLEAR,YES,Reference to saved numbers is too vague to classify reliably.
2536916,2017-10-31 22:24:47+00:00,Screw you I’m not gonna buy a new phone so stop sucking my battery life!,2536915,"Battery life is important, and we're here for you. Send us a DM with the iOS version your iPhone is running to get started.",2,I03,BATTERY_CHARGING,NO,Battery-life complaint.
2540958,2017-11-01 15:06:23+00:00,Anybody else’s phone acting funny when you type a capital letter I️? Mine autocorrects to a weird symbol and the letter a...,2540957,Hey Shelby. We can help. DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version.,15,I04,KEYBOARD_TEXT_BUG,NO,Explicit typing/autocorrect issue.
2609194,2017-10-30 22:09:25+00:00,"Dear , Why is my #iphone possessed and making it look like I️ can’t type? The new iOS is not my favorite.... hellllllllpppp.",2609193,You're in the right place for help. Select the following link to join us in a DM and we'll continue there.,5,I04,KEYBOARD_TEXT_BUG,NO,
2617043,2017-11-26 21:14:36+00:00,Waiting for at their store in Woodland Mall. Got strange red marks on my iPad screen. 😕,2617042,"Having a clear screen on your iPad is what we want for you and perhaps we can help save some time by trying a few steps while you wait. Before we do, have you already tried any of your own? Also, what's the iOS version number installed on your iPad?",19,I05,SCREEN_TOUCH_DISPLAY,NO,
2639631,2017-11-17 20:33:23+00:00,i need to delete cc from Wallet/Apple Pay?,2639630,Check out this link for the steps to take to remove a card from Apple Pay:,8,I08,ACCOUNT_AND_PAYMENT,NO,Explicitly asks to delete a credit card from Apple Pay/Wallet.
2689451,2017-11-19 13:37:00+00:00,fucking sucks! What is this garbage? How about fixing the I️ key before I️ switch to Android,2689449,"If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.2, which addresses this issue. For more info, check out:",19,I04,KEYBOARD_TEXT_BUG,NO,
2740798,2017-11-20 17:22:42+00:00,"Getting real sick of this shit, #ijustwantnewemojis",2740797,"We're here to help. Send us a DM with your current iPhone model, and we'll continue together there.",9,I13,HOW_TO_OR_FEATURE,NO,Wants information/availability about new emojis.
2780648,2017-11-21 16:42:49+00:00,hi I already updated my iPhone 6 but still notification coming whenever phone lock. What should do now,2780647,"We're happy to see if we can help with this. Send us a DM, and we'll continue from there.",16,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,
2780689,2017-11-21 16:27:24+00:00,"#IOS11_update #iphone_update after the new update been done for my iphone7 plus, phone won't start tried many time to reboot issue still exists, really disappointed, this not the first time, another iphone for my Mom got dump, i really become to hate IOS",2780688,"We definitely want your iPhone to start up properly. We know how important it is to you everyday life. What do you see on the screen when you try to power it on? Let us know some more details in DM, and we’ll keep working with you there.",3,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Post-update phone will not start and reset/reboot attempts failed.
2789171,2017-11-21 19:45:53+00:00,Touch issue is getting worse after each iOS update.,2789169,"We're happy to look into this with you. To get started, let us know which model iPhone you're referring to and which iOS version you have installed. You can check this under Settings &gt; General &gt; About. Also, what do you mean specifically by touch issue?",6,I05,SCREEN_TOUCH_DISPLAY,YES,Touch problem worsening after updates.
2837264,2017-11-27 13:54:31+00:00,pourquoi quand je reçois un Snapchat ma musique (Deezer) s’arrête à chaque fois ?!,2837263,We offer support via Twitter in English. Contact us for help in your preferred language here:,19,I07,APPS_AND_MEDIA,NO,
2863555,2017-11-27 23:26:18+00:00,Every since I updated my IOS my phone dies all of the time ! Wth,2863554,We're happy to help. Try these tips for battery life and let us know if you still have an issue:,16,I03,BATTERY_CHARGING,NO,Battery drains after iOS update; primary complaint is battery.
2894778,2017-11-28 15:44:43+00:00,"After persistent notifications to update, I attempted to update my iPhone 7 to iOS 11.1.2, which bricked my phone. I tried to update via iTunes, which didn't work. I tried to restore the phone, which failed with multiple computers and cables.",2894777,We'd be happy to help with this. Send us a DM and we'll get started there.,3,I01,IOS_UPDATE_PROBLEM,YES,Update attempt bricked phone and iTunes recovery failed.
2957139,2017-11-29 19:24:45+00:00,just put my phone on CHARGE and it went from 40% to 30% :) wow :) thanks,2957138,We'd like to look into this issue with you. Send us a DM so we can chat there.,10,I03,BATTERY_CHARGING,NO,Battery percentage decreases while charging.
2977363,2017-11-17 00:20:20+00:00,can you guys fucking fix the fucking iPhone my fucking phone freezes every fucking day I have to reset it twice in a fucking day I didn’t pay fucking $700 for a fucking android. Fix your shit,2977361,We definitely want to have your iPhone working properly for you without any issues. Could you send us a DM with more details such as which iPhone you're using as well as the iOS version that's running currently?,9,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Repeated daily freezing requiring resets; severe device issue.
