customer_tweet_id,customer_created_at,customer_text_clean,support_tweet_id,support_text_clean,exploration_cluster,intent_id,intent_name,should_escalate,label_notes
2726864,2017-11-20 07:06:15+00:00,Updated my phone twice and it’s currently on the iOS 11.1.2 and it’s still doing that weird thing with the letters.,2726863,We'd be happy to look into this for you. DM us and we'll get started.,16,I04,KEYBOARD_TEXT_BUG,NO,Clearly the same character/letter bug described elsewhere in the dataset.
1455379,2017-11-02 12:31:45+00:00,"I would like to say thanks to Apple support, down loading OS 11.1 has fixed the bugs.",1455378,We're glad to hear that the update helped. Please feel free to reach out to us anytime you need assistance.,18,I14,OTHER_OR_UNCLEAR,NO,Resolved/thank-you message; no active issue.
825664,2017-10-08 20:36:54+00:00,I requested for a repair and I was told I would get an email about my box but heard nothing? Will it still be coming?,825663,"Hi there. We'd be happy to check on this for you. Please send us a DM, we'll meet you there.",19,I12,ORDERS_REPAIRS_SUPPORT,YES,Repair logistics / missing promised email/box.
1996124,2017-11-03 08:26:28+00:00,...on your discussions forum. That certainly looks like some sort of discrimination. Care to explain?,1996123,"Thanks for connecting with us here. Reply by DM with more details of your experience, and we'll help from there.",5,I14,OTHER_OR_UNCLEAR,YES,Complaint lacks a specific support issue.
522999,2017-12-02 04:32:35+00:00,Battery is also draining like a hell. Plzzz tell me wat to do,523002,We're happy to help! Please check out for help. If you need to update the iOS be sure to create a backup before beginning. DM us if you have additional questions.,5,I03,BATTERY_CHARGING,NO,
2866187,2017-11-28 00:17:19+00:00,Great! Now i lost my spot in the line. Can I still go and talk to someone or do i need to get an appointment now since my response was ignored to get my phone fixed?,2866186,We know it must be troublesome to have lost your position. You would need to create a new appointment or you can check if you prior appointment can be changed locally. Did you set up the appointment with us here? Send us a DM.,18,I12,ORDERS_REPAIRS_SUPPORT,YES,
2060452,2017-10-07 13:53:04+00:00,I fucking knew I shouldn’t have updated my phone. It’s hardly even worked in the past 24 hrs and now I can’t even make calls. thanks😡,2060451,Hi there. Please send us a DM and tell us what's happening when you try to make a call. We'll meet you there to help.,16,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Unable to make calls after update.
2255376,2017-11-09 07:06:46+00:00,"Ya know, ... It would be really great if you’d stop changing my “I’s” to “A’s” with question mark boxes. 😑",2255375,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out:",1,I04,KEYBOARD_TEXT_BUG,NO,
2144020,2017-11-08 21:50:57+00:00,"you need to fix this stupid phone, what’s with this “I” glitch. Bet my old galaxy wouldn’t have had this problem.",2144019,Here’s what you can do to work around the issue until it’s fixed in a future software update:,14,I04,KEYBOARD_TEXT_BUG,NO,
2057451,2017-10-06 21:00:24+00:00,battery life appalling on my 6month old iPhone7 since ios11 update. Why don’t you test this stuff? Can you sort it?,2057450,There are many reasons battery life can change. Let's dig in & see what we find. Send a DM with details of what's happening.,2,I03,BATTERY_CHARGING,NO,
1278164,2017-10-26 15:37:23+00:00,My iPhone 6s keeps loosing cell phone signal and I have to restart my phone every time. Is this a or issue? #apple #verizon,1278162,We know cell signal is important and want to help. Does this happen in a certain location?,11,I06,CONNECTIVITY,NO,Cellular signal repeatedly drops.
2152969,2017-11-09 01:34:42+00:00,your new update sucks! Everytime I️ use I️ in a sentence it changes to a ! And a box with a question mark inside!,2152968,Here’s what you can do to work around the issue until it’s fixed in a future software update:,1,I04,KEYBOARD_TEXT_BUG,NO,
2696030,2017-11-19 18:35:05+00:00,"Man , yal ass cappin with this goof ass I️ shit. Where tf this shit come from?",2696028,"We've released an update that includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",9,I04,KEYBOARD_TEXT_BUG,NO,
816401,2017-10-12 16:15:34+00:00,if one of my devices won't turn on like it's just sitting on the apple what are some ways to get it to turn on?,816399,"We're happy to help out. Are you using a Mac, or an iOS device? Which model?",5,I13,HOW_TO_OR_FEATURE,NO,General how-to question about turning a device on.
1676280,2017-11-06 05:39:04+00:00,y’all need to fix that issue when you type I️,1676279,Here’s what you can do to work around the issue until it’s fixed in a future software update:,14,I04,KEYBOARD_TEXT_BUG,NO,
1902615,2017-10-25 00:38:17+00:00,Ive got quite an old ipad mini do still need to do the update 11.03? i wont loose everything will i?,1902614,Great question. We do always recommend making a backup before any update. Let's meet up in DM to discuss further.,3,I01,IOS_UPDATE_PROBLEM,NO,Question about whether and how to perform an iOS update.
1252483,2017-11-25 22:50:52+00:00,"iPad Air 2, iOS 11.1.2 Lego Harry Potter and Flappy Wings stopped working after the iOS update (which my 8 year old initiated). Haven't checked others.",1252485,"Thanks. With iOS 11, some games may no longer be compatible. We have some steps you can take here:",4,I07,APPS_AND_MEDIA,NO,Games stopped working after iOS update; primary issue is app compatibility.
589543,2017-12-03 15:06:38+00:00,getting super sick of my alarms not going off for no goddamn reason. i didnt pay hundreds of dollars to be late to everything,589542,Being late is never a good thing. Let's see why this is happening. Which iOS are you running on your iPhone? We want to make sure you are updated to iOS 11.2. Let's update and then reach out if the issue persists:,0,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Alarm/notification behavior.
2295742,2017-11-12 19:45:56+00:00,"I have iphone 7, recently the battery life is getting very bad, eventhough I have not yet updated my IOS to #IOS1111",2295741,We can help! DM us with some details of what you're experiencing and we'll look into it from there.,2,I03,BATTERY_CHARGING,NO,
829123,2017-11-08 19:21:30+00:00,So just got my new laptop (MacBook Pro) and it isn’t already charged like it says it should be (doesn’t turn on when it opens) - should I worry or get charging?,829121,Congratulations on your new Mac. We'll do all we can to get that powered on. Lets start here:,10,I11,MAC_ITUNES_DEVELOPER,YES,MacBook hardware/power problem needs device-specific support.
2849234,2017-11-27 18:39:43+00:00,"it's an iphone 5s i updated to ios 11.1.2 yesterday when i added more songs to the phone and then suddenly at about 4pm it froze and i cant turn it off, hard reset or restore from backup whhhhhhhhhhyyyyyyyyyy :C",2849233,We’d like to see how we can help. Can you DM us some more details about the issue you're having? What are you currently seeing on screen?,16,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Update followed by a hard freeze and inability to restore.
1277200,2017-11-03 07:35:32+00:00,"This also happens to me, I only just figured out how to reset it, I was waiting for the battery life to drain for it to reset! Nightmare",1502033,"We'll help. Have you tried to force restart? If not, press and hold both the Home and the Side buttons for at least 10 seconds.",2,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Describes waiting for a battery-drain reset; underlying issue is device recovery.
506572,2017-12-01 20:59:09+00:00,why is my iPhone 7 battery so pants recently?,506570,We'd love to assist you with this. We know how important battery life is. Can you tell us which software version is currently running on your phone?,11,I03,BATTERY_CHARGING,NO,
1761138,2017-11-07 18:43:09+00:00,Me checking my phone every 5 minutes to see if has fixed the A [?] bug.,1761136,Here’s what you can do to work around the issue until it’s fixed in a future software update:,18,I04,KEYBOARD_TEXT_BUG,NO,Explicitly refers to the A/question-mark character bug.
2314057,2017-10-19 22:13:37+00:00,That damn update is killing my battery life! WTH ?,2314056,"Battery life is important, so we’d like to help. Send us a DM letting us know when this started.",2,I03,BATTERY_CHARGING,NO,
2151148,2017-11-09 01:26:55+00:00,Dude Fuck this fucking bullshit “i” shit. Get your fucking shit together .,2151147,Here’s what you can do to work around the issue until it’s fixed in a future software update:,9,I04,KEYBOARD_TEXT_BUG,NO,
2960130,2017-11-29 20:18:26+00:00,...You people suck! Why the hell when I️ type “I️” does it show up as a stupid box with a question mark? #neverapplesgain,2960129,"We'll help you out. First, back up your iPhone to make sure your data is safe. Here are the steps: Then, update to the latest version of iOS from Settings &gt; General &gt; Software Update. Let us know how it goes!",1,I04,KEYBOARD_TEXT_BUG,NO,
2863555,2017-11-27 23:26:18+00:00,Every since I updated my IOS my phone dies all of the time ! Wth,2863554,We're happy to help. Try these tips for battery life and let us know if you still have an issue:,16,I03,BATTERY_CHARGING,NO,Battery drains after iOS update; primary complaint is battery.
1634083,2017-11-05 17:26:40+00:00,"Why does this happen if I type the letter I? It just started this today, was fine before. Fix this .",1634082,Here’s what you can do to work around the issue until it’s fixed in a future software update:,15,I04,KEYBOARD_TEXT_BUG,NO,
1867185,2017-10-20 19:27:04+00:00,"my iPhone randomly restarted while I was using it. My pictures were gone, but then slowly came back. Help",1867184,We'd be happy to look at this. When did you update? Just to confirm are the pictures all coming back? Please DM us.,13,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Unexpected restart accompanied by temporary photo/data disappearance.
1976448,2017-11-01 18:02:22+00:00,"is the April fools or some shit, fix this “I️” (“i”) glitch",1976447,Thanks for reaching out. Let us know the device and OS you're having this issue on in a DM. We're happy to help.,9,I04,KEYBOARD_TEXT_BUG,NO,
1623373,2017-11-05 10:25:41+00:00,Apple Music can suck it!! Really I️ can’t access music I️ have purchased!!,1623371,We want to help. What happens when you try to play what you have purchased?,8,I07,APPS_AND_MEDIA,NO,Cannot access purchased music.
2042253,2017-10-04 02:17:06+00:00,"Get your shit together, Siri",2042252,We're here to help. Which iOS version do you have? Is this happening with any other requests from Siri? Let us know in DM.,9,I07,APPS_AND_MEDIA,NO,Siri/assistant functionality issue.
1769937,2017-11-07 22:44:50+00:00,is the letter “eye” key going to work again? It’s making all the usual autocorrect typos more confusing and I️ just wanna talk,1769936,Here’s what you can do to work around the issue until it’s fixed in a future software update:,15,I04,KEYBOARD_TEXT_BUG,NO,
2014019,2017-11-05 12:15:12+00:00,when will my I️ button get fixed?,2014018,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,18,I04,KEYBOARD_TEXT_BUG,NO,Letter-I bug; historical response confirms autocorrect issue.
2041703,2017-11-08 02:00:56+00:00,"This would be nice if would fix the ninth letter of the alphabet so that it doesn’t correct to an exclamation/question mark duo when it stands alone, typically at the beginning of sentences used to refer to oneself. But hey, it’s not my call, only has the ability to",2041702,Here’s what you can do as a work around until it’s fixed in a future software update: DM us questions.,1,I04,KEYBOARD_TEXT_BUG,NO,
1757871,2017-11-07 17:18:19+00:00,now my typing is giving me unselected “?” in squares. What’s the fix? Please and thank you.,1757869,Here’s what you can do to work around the issue until it’s fixed in a future software update:,12,I04,KEYBOARD_TEXT_BUG,NO,Question-mark squares are the known typing/autocorrect bug.
1617191,2017-11-05 03:05:13+00:00,like??? what the heck. should i just cancel it orrr?,1617189,"We'd like to look into what's going on. To make sure we understand, is Apple Music just opening to a black screen?",5,I14,OTHER_OR_UNCLEAR,YES,Cancellation target is unclear from the message.
1682501,2017-11-06 14:25:35+00:00,"Okay, I’m going to need y’all to fix this bug sooner rather than later, thank you.",1682500,Here’s what you can do to work around the issue until it’s fixed in a future software update:,14,I04,KEYBOARD_TEXT_BUG,NO,Historical response explicitly identifies the autocorrect issue.
1535739,2017-11-03 20:10:53+00:00,New update on iPhone 📱 is blocking me from group chats ?????? guess this will help boost #X sales,1535738,"Let's work on this together. Do you get an error message when trying to reply to a group message? If not, what seems to happen?",3,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Group-chat messaging is the main problem.
2308449,2017-10-19 21:07:18+00:00,My headphones on my iPhone 7plus keep randomly disconnecting and WiFi keeps connecting at random times I hate this update ugh,2308448,We are here to help. DM us your device details and we can take a look at this.,11,I10,WATCH_AUDIO_ACCESSORIES,NO,"Headphones disconnecting is the primary issue, despite a secondary Wi-Fi mention."
2111435,2017-11-08 12:35:12+00:00,You talking about the boxes? it’s not emojis. it’s the capital letter “i”. There’s a glitch and bum asses still haven’t fixed I️t.,2111434,Here’s what you can do to work around the issue until it’s fixed in a future software update:,18,I04,KEYBOARD_TEXT_BUG,NO,
2617043,2017-11-26 21:14:36+00:00,Waiting for at their store in Woodland Mall. Got strange red marks on my iPad screen. 😕,2617042,"Having a clear screen on your iPad is what we want for you and perhaps we can help save some time by trying a few steps while you wait. Before we do, have you already tried any of your own? Also, what's the iOS version number installed on your iPad?",19,I05,SCREEN_TOUCH_DISPLAY,NO,
2740798,2017-11-20 17:22:42+00:00,"Getting real sick of this shit, #ijustwantnewemojis",2740797,"We're here to help. Send us a DM with your current iPhone model, and we'll continue together there.",9,I13,HOW_TO_OR_FEATURE,NO,Wants information/availability about new emojis.
1734423,2017-11-07 03:53:38+00:00,my iPhone 8 Plus is getting a little hot on the back. Is this normal?,1734422,We received your DM and will respond there shortly. Talk to you soon!,11,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Device overheating without an explicit update cause.
187429,2017-10-03 22:18:50+00:00,"Any device. It's my iCloud email account. I would like to set up a rule to block and email address. Thus far, it can just be sent 2 trash.",187428,Let's look at this article on iCloud email:,5,I13,HOW_TO_OR_FEATURE,NO,Asks how to set an iCloud Mail rule.
845555,2017-10-03 15:18:29+00:00,"I hate to say it but I think you’ve fixed it 💀 thanks so much, my bad for being ignorant 😅",845554,No worries. We're glad it got resolved. Please reach out any time.,18,I14,OTHER_OR_UNCLEAR,NO,Resolved/thank-you message; no active issue.
590891,2017-12-03 16:59:33+00:00,Thank you! Should this work?,590893,That's a great option to connect your HDMI display. It is compatible.,12,I13,HOW_TO_OR_FEATURE,NO,Asks whether suggested troubleshooting should work.
2205723,2017-11-09 17:58:10+00:00,I️ need to fix this keyboard bug ASAP!,2205722,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out:",14,I04,KEYBOARD_TEXT_BUG,NO,
2346128,2017-11-13 14:30:03+00:00,do you know how many people lost there phone data because of your software updateMy phone still not working give me solution,2346127,We'll do what we can to help. What seems to be going on with your iPhone? DM us to continue:,19,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Update-related data loss and phone still not working.
2837264,2017-11-27 13:54:31+00:00,pourquoi quand je reçois un Snapchat ma musique (Deezer) s’arrête à chaque fois ?!,2837263,We offer support via Twitter in English. Contact us for help in your preferred language here:,19,I07,APPS_AND_MEDIA,NO,
602367,2017-12-03 21:50:06+00:00,"hi, my iphone x is on voice over for what ever reason and the screen is black and it won't let me do anything its just the pitch black screen and the voice over saying ""zero values entered"" or something like that - help me pls",602366,"Thank you for reaching out to us! We know how important it is to have your device working as expected, and we’ll do everything we can to help you out with this. Can you tell us how long you have been having this issue in DM? We'll continue from there.",13,I05,SCREEN_TOUCH_DISPLAY,YES,"Black screen and inability to interact; needs human support, with accessibility/VoiceOver context."
552096,2017-12-02 15:07:30+00:00,Funny how my phone’s been the biggest piece of shit since forced me to update,552095,"We'd like to see how we can help. What are you experiencing with your iPhone since updating? Which iOS version do you have installed? If you prefer, DM us here:",9,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,"Broad post-update device malfunction, but still a recognizable stability issue."
1599214,2017-11-05 01:14:41+00:00,i did that and my phone keeps deleting the shortcut. and it’s still messing up in my snapchat app.,1599213,Go ahead and send us a DM. We'll work with you on this from there.,7,I07,APPS_AND_MEDIA,NO,Shortcut/app behavior in Snapchat is the concrete problem.
97035,2017-11-30 15:51:19+00:00,"Messages on my iMac and my wife’s MB have randomly stopped working. No changes, just can’t send or receive anymore.",97032,We'd love to assist you with getting this sorted. Are you receiving any error messages while trying to send messages?,10,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Messages cannot send/receive on Mac.
1396716,2017-10-28 13:58:37+00:00,need help with iPhone order under a guest account and reservation says I only have till 12 and not taking class?? Help,1396715,We're glad you reached out about this issue. We received your DM and we'll continue to work with you there.,13,I12,ORDERS_REPAIRS_SUPPORT,YES,
1402940,2017-10-28 17:00:46+00:00,app bundle charged at price of separates. Please assist.,1402939,Let's get you pointed in the right direction. Please contact our iTunes Store Support Team:,19,I08,ACCOUNT_AND_PAYMENT,NO,Complaint is about app-bundle billing/charge.
2298056,2017-11-12 05:16:19+00:00,This shit odee annoying to look at. fix this shit fam. These phones too expensive for this foolishness.,2298055,"We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up:",9,I14,OTHER_OR_UNCLEAR,YES,Very vague complaint without a diagnosable issue.
414991,2017-10-07 11:39:58+00:00,dear sir my battery become too weak after the last update i have 6sPlus please i need to fix that problem,414990,We'd like to help. Are you experiencing this issue on the latest version of iOS 11.0.2?,14,I03,BATTERY_CHARGING,NO,
96955,2017-11-28 14:28:11+00:00,Hello I founded an opening in your website how I can report it?,2893399,Send us a DM with more details. Let us also know the country you're in please.,19,I14,OTHER_OR_UNCLEAR,YES,Website issue is underspecified; needs more details.
643287,2017-10-06 12:29:36+00:00,Started after updating to iOS 11. Restarting does not fix the issue.,643289,"Got it. Let's move to DM, then share which iPhone model you have and which version you're on in Settings &gt; General &gt; About.",6,I14,OTHER_OR_UNCLEAR,YES,Only says an issue started after an update; underlying issue is missing.
2467248,2017-10-29 20:48:10+00:00,Hi I need some help with resetting my MacBook Air but everytime I call I get cut off? I need to do it ASAP can someone help,2467246,We’d love to take a look. Let us know what kind of reset you want to do in DM so we can better assist.,13,I11,MAC_ITUNES_DEVELOPER,YES,Mac reset is a device-specific technical operation and support call is failing.
32439,2017-11-01 04:08:49+00:00,So it’s not only my shit doing this right ??,32438,Thanks for bringing this to our attention. Click here to connect with us in DM. We'll pick up there:,9,I14,OTHER_OR_UNCLEAR,YES,Customer refers to an unspecified issue.
2321169,2017-11-26 16:03:18+00:00,"After upgrading to #iPhoneX , my cellular data on verizon usage is not right. Shows data used even when on wifi or with background Apps refresh off. #iPhone8 doesnt have this issue. Anyone else having this issue ?",2321168,We'd like to help. What iOS version are you using? Settings &gt; General &gt; About.,6,I06,CONNECTIVITY,NO,
1482438,2017-11-03 01:21:58+00:00,how could our search algorithm be so bad. I’m trying to use #spotlight to find the App Store,1482436,Let's look into this further. Do you have Suggestions in Search or in Look Up enabled in Settings &gt; Siri & Search currently?,19,I13,HOW_TO_OR_FEATURE,NO,Asks about finding an app with Spotlight/search.
1178948,2017-10-24 21:26:03+00:00,"I have tried that before. We established it was not an issue with my phone. Ran diagnostics remotely through you, factory reset. Still same",1178947,"OK. If you change your mind and want to continue working towards a resolution, send us a Direct Message.",6,I12,ORDERS_REPAIRS_SUPPORT,YES,Already went through diagnostics/factory reset and remains unresolved; case needs human follow-up.
880064,2017-10-20 18:19:58+00:00,phone keeps crashing & very poor battery life after the most recent update on iphone6......Why is this happening? #unreliable,880063,"Hi there! We want to help. When you say your iPhone crashes, what happens exactly. Let us know in DM.",2,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Crashing is the primary symptom; battery complaint is secondary.
2065274,2017-10-07 21:16:45+00:00,Hey my just over a month old £2600 MacBook Pro has just randomly died. Help,2065272,We're going to do everything we can to help. Join us in DM to let us know exactly what's happening; we'll go from there.,10,I11,MAC_ITUNES_DEVELOPER,NO,
2547224,2017-11-16 07:02:05+00:00,Wifi connection is still a big issue on #iPhoneX,2547223,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,6,I06,CONNECTIVITY,NO,
563073,2017-12-02 23:16:19+00:00,"This is a prank, right ??? Touch ID is incorrect! Did my fingerprint change overnight??? 🤔",563072,"We would love to help! Please take a look at this article, which details steps to take if your Touch ID is not performing as expected:",7,I05,SCREEN_TOUCH_DISPLAY,YES,Touch ID/biometric sensor issue is device-specific and needs human troubleshooting.
2040608,2017-11-07 23:35:50+00:00,I've been updating it since 4pm going to bed soon beyond fed up lost confidence in your brand,2040610,We'd like to provide a solution to the issue you are facing. Reach out to us in DM to let us know what's happening.,0,I01,IOS_UPDATE_PROBLEM,YES,Update has been running for hours and appears stuck.
792131,2017-10-12 05:27:27+00:00,Let's be honest you've got way more than this to fix in iOS 11. My 7plus is mostly useless now.,792130,We're anxious to hear what issues you're experiencing with iOS 11.0.3. DM us and we'll get started.,4,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,General device instability attributed to iOS 11.
1935700,2017-10-27 18:10:32+00:00,pls. I just want to type the letter i without my messages getting messed up. And yes I have restarted it& turned it off—for an hour,1935699,"Let's work on it together. Please join us in DM, and let us know which iOS version is currently installed.",15,I04,KEYBOARD_TEXT_BUG,NO,
2410273,2017-11-14 16:04:23+00:00,why are all my saved numbers doing this?,2410271,Thanks for bringing this to our attention. How long have you had this issue? Did this occur after making any changes to your phone such as updating the software?,19,I14,OTHER_OR_UNCLEAR,YES,Reference to saved numbers is too vague to classify reliably.
2751103,2017-11-21 00:51:39+00:00,y’all need to fix that glitch on the damn update “I️” ...pissing me off,2751102,"We've released an update that includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",14,I04,KEYBOARD_TEXT_BUG,NO,Explicit letter-I issue.
2298332,2017-11-12 05:34:58+00:00,There is a glitch that i have with my silver iphone 8 plus 64gb where my lockscreen glitches and my time and date and notifications arent showing. I feel like you guys havent noticed it. All these new software updates arent fixing it #lockscreen,2298331,We've responded to your DM. Please join us there.,5,I09,CALLS_MESSAGES_NOTIFICATIONS,NO,Lock-screen notifications are missing.
2006832,2017-11-04 02:27:33+00:00,is there an issue w/ the App Store? I restored my new iPhone X from a backup & none of the apps installed & won’t download.,2006831,"You've come to the right place. Send us a DM telling us if you're receiving any messages, and if you're on Wi-Fi or cellular.",11,I07,APPS_AND_MEDIA,NO,Apps are not installing/downloading from the App Store.
2077982,2017-10-09 10:48:25+00:00,just provides telephonic assistance nothing beyond that. The store manager has been flippant and derogatory throughout,2077981,We'd like to hear more about your experience. Follow up with us in DM. Tell us more about the support experience there.,10,I12,ORDERS_REPAIRS_SUPPORT,YES,
1735961,2017-11-07 04:57:33+00:00,Yes it is!!! Fix this 😡😡 and it’s typing super slow as well,1735960,Here’s what you can do to work around the issue until it’s fixed in a future software update:,17,I04,KEYBOARD_TEXT_BUG,NO,Typing is explicitly the main symptom.
617139,2017-11-22 08:09:08+00:00,thank you for the software update which seems to have ruined my phone.,617137,"We’d like to look into this. To get started, please DM us about the issues you've been experiencing and the current software version.",12,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Broad statement that update ruined the phone; specifics are missing.
1965990,2017-10-18 16:35:50+00:00,"please fix the issue where iOS 11 drains your battery life faster than iOS 10! Since I updated to 11 my battery drains at least twice as fast! iOS 10 was great, charge once and I’d be good all day!",1965989,"Let's team up to put some charge back into your iPhone. To start, check out these tips:",2,I03,BATTERY_CHARGING,NO,
1617862,2017-11-05 04:08:43+00:00,Bro if don’t fix this new update 🤬🤬🤬🤬🤬🤬🤬🤬what’s with the question mark boxes??? I️ need answers,1617861,We are aware of this issue and are working hard to find a resolution. We do have a workaround:,1,I04,KEYBOARD_TEXT_BUG,NO,
2424350,2017-11-15 00:31:24+00:00,"I updated on 11-10 and I have had issues with my battery life since that point! Yes, I am using the iPhone charger that cane with my phone. I have literally used 1% battery life while responding.",2445266,"Alright, thanks for letting us know. Try the steps online here to optimize your battery for the best performance: DM us if you're still having issues after this.",2,I03,BATTERY_CHARGING,NO,
2041240,2017-11-08 00:48:58+00:00,Hey why the hell does my phone lose battery life twice as fast since the update? Not doing anything different.,2041239,"Hey there. We definitely want you to have lasting battery life. Join us in DM, and we’ll work towards a resolution together.",2,I03,BATTERY_CHARGING,NO,
2121608,2017-11-04 07:33:55+00:00,The new update has made me want to throw my phone at the wall more times then I can count. Absolute trash,2121607,We'd like to look into this with you. Please DM us more about what's happening.,3,I02,DEVICE_PERFORMANCE_AND_STABILITY,YES,Update is blamed for serious unspecified device problems.
2406786,2017-11-14 12:29:00+00:00,why tf do I pay for Apple Care if I STILL GOTTA turn around and pay $150 to get my screen fixed ?,2406785,"We can check into having your device fixed using AppleCare. Meet us in DM with your location (country), please.",18,I12,ORDERS_REPAIRS_SUPPORT,YES,Case-specific AppleCare repair pricing/request.
2321393,2017-11-13 06:20:04+00:00,I’m not dealing with this question mark shit,2321392,We're here to help. We released an update created to address this issue. Backup your iPhone and update following these steps:,1,I04,KEYBOARD_TEXT_BUG,NO,
770956,2017-10-11 23:42:08+00:00,what happened???did I buy anything?????unsafe🌚🌚🌚,770955,Help is on the way. This article has more info on what to do if you see an unfamiliar charge:,7,I08,ACCOUNT_AND_PAYMENT,YES,Possible unfamiliar/unauthorized purchase.
1616743,2017-11-05 02:41:59+00:00,can you fix the “I️” glitch please,1616742,Thank you for contacting us for support. We'd like to help out. Let us know if this article helps:,17,I04,KEYBOARD_TEXT_BUG,NO,
1835279,2017-10-18 14:24:41+00:00,I don’t understand why do we have to have money on our Apple account to down load a free game or app?,1835278,We'd like to help you get your apps downloading. Would you tell us a bit more about what's happening via DM?,8,I08,ACCOUNT_AND_PAYMENT,NO,Question concerns requiring payment information for a free app.
31422,2017-11-01 03:44:45+00:00,"Bro I have never seen my phone crash so much 😒, it’s pissing me off , fuck IOS 11",31421,That is not the experience we want you to have. Which iPhone model do you have? Let us know in DM.,4,I02,DEVICE_PERFORMANCE_AND_STABILITY,NO,Frequent crashes linked to iOS 11.
